# cat cat_m83_master_may_21_2014.txt | awk '{print $1, $2, $3, $4, $12, $26, $29}' > cat_m83_master_may_21_2014.reduced.txt
 x   y     ra           dec       mv   mass  age 
3008 3926 204.2250094 -29.8144546 -6.734 8.06 18985.6
3012 1327 204.2249587 -29.8430436 -5.541 8.06 7116.5
3012 3008 204.2249524 -29.8245526 -5.183 8.56 4068.5
3038 2517 204.224629 -29.8299591 -8.019 7.86 23347.8
3038 1327 204.224629 -29.8430491 -6.332 8.31 13986.3
3042 3996 204.2245784 -29.8136901 -9.039 6.64 6677.3
3053 2211 204.2244388 -29.8333196 -5.861 8.06 5309.6
3055 4619 204.2244136 -29.8068371 -4.716 5.15 887.1
3067 3079 204.224255 -29.8237716 -6.014 7.96 13165.7
3071 2840 204.2242043 -29.8264061 -8.021 6.66 5202.5
3089 4265 204.2239826 -29.8107256 -5.833 7.91 3273.7
3089 1403 204.2239759 -29.8422131 -5.288 8.16 5311.2
3089 4003 204.2239762 -29.8136076 -8.076 6.7 4501.5
3091 4747 204.2239509 -29.8054236 -5.438 8.66 9166.
3098 2875 204.2238619 -29.8260156 -6.426 7.86 5383.3
3105 1357 204.2237793 -29.8427191 -4.371 5.6 623.6
3110 3362 204.2237098 -29.8206586 -9.544 7.57 69352.2
3112 3534 204.2236909 -29.8187721 -6.735 8.06 8852.5
3118 4478 204.2236086 -29.8083826 -7.134 6.64 1089.1
3151 1605 204.223196 -29.8399856 -4.661 8.71 4610.8
3157 3236 204.2231202 -29.8220446 -6.914 7.96 11107.2
3159 1234 204.2230944 -29.8440721 -6.344 6.62 1026.6
3160 2134 204.2230756 -29.8341721 -7.683 8.66 48033.
3163 1890 204.2230439 -29.8368506 -5.667 8.51 5885.8
3164 3515 204.2230316 -29.8189811 -7.075 7.76 8734.3
3188 1675 204.2227204 -29.8392211 -5.129 8.71 17130.9
3197 2689 204.2226066 -29.8280671 -5.58 8.91 13375.9
3200 3065 204.2225687 -29.8239256 -5.449 8.76 7329.1
3202 3401 204.2225497 -29.8202351 -6.323 8.01 8618.2
3206 1394 204.2224984 -29.8423121 -4.396 9.06 13708.1
3207 3020 204.2224862 -29.8244261 -9.068 7.24 30470.8
3224 3764 204.2222709 -29.8162421 -6.648 8.06 9189.8
3242 4449 204.2220366 -29.8087071 -5.782 6.64 501.7
3243 2876 204.2220297 -29.8260101 -4.775 9.16 9993.4
3249 2539 204.2219472 -29.8297171 -6.713 7.96 9788.7
3252 2082 204.2219153 -29.8347386 -5.128 9.01 9012.5
3256 2959 204.2218649 -29.8250916 -5.409 8.26 4182.5
3272 4181 204.2216625 -29.8116551 -4.956 8.31 4697.5
3304 2588 204.2212562 -29.8291781 -7.351 7.76 11262.3
3309 2683 204.2211865 -29.8281331 -5.304 6.62 393.9
3319 1164 204.221059 -29.8448366 -3.926 8.76 2564.3
3320 1451 204.2210464 -29.8416851 -4.027 8.06 1315.4
3320 3063 204.2210471 -29.8239531 -7.317 7.44 11576.8
3325 3850 204.2209841 -29.8152906 -6.8 8.36 13529.7
3331 4811 204.2209085 -29.8047196 -5.244 8.21 8660.6
3333 2558 204.2208884 -29.8295081 -5.086 8.71 4793.6
3343 2000 204.2207614 -29.8356461 -4.541 8.96 4762.7
3349 1804 204.2206852 -29.8378021 -6.952 7.76 14035.5
3363 1495 204.2205011 -29.8412011 -4.679 8.06 2132.2
3377 1548 204.22033 -29.840618 -5.329 8.36 3490.5
3377 4568 204.2203316 -29.8073981 -4.317 8.06 954.7
3386 1485 204.2202158 -29.8413055 -4.466 8.76 2963.8
3414 1604 204.2198544 -29.840002 -5.429 8.06 4511.7
3422 3911 204.2197544 -29.814625 -4.736 8.31 2397.2
3433 1634 204.2196135 -29.8396665 -4.857 8.86 10536.
3446 3548 204.2194562 -29.818618 -5.754 7.96 4046.9
3471 2510 204.2191322 -29.830036 -6.049 8.06 4706.1
3507 2689 204.2186759 -29.828067 -5.985 8.31 5987.2
3522 4463 204.2184933 -29.8085475 -3.945 10.03 68714.2
3523 3988 204.2184739 -29.813778 -4.412 8.01 1988.9
3537 1672 204.2182947 -29.839254 -6.227 8.06 9409.
3542 4307 204.2182396 -29.810269 -5.363 7.91 2123.4
3545 1514 204.2181931 -29.840992 -5.773 8.71 9025.3
3550 1714 204.2181362 -29.8387864 -5.347 7.56 2895.8
3551 2559 204.2181178 -29.8294914 -5.513 6.62 450.3
3561 2042 204.217997 -29.8351784 -5.708 8.61 7160.5
3564 1242 204.2179583 -29.8439839 -5.285 8.81 7376.9
3568 2157 204.2179083 -29.8339189 -7.235 7.44 15272.5
3570 1121 204.2178821 -29.8453094 -4.883 8.36 3703.8
3574 1922 204.217832 -29.8365039 -5.149 8.36 2957.3
3591 1883 204.2176101 -29.8369329 -4.782 8.76 5641.2
3627 3987 204.2171618 -29.8137834 -4.252 8.51 1598.8
3627 2732 204.2171607 -29.8275884 -4.643 8.66 2921.1
3637 3025 204.2170278 -29.8243654 -5.053 8.31 2537.6
3652 2775 204.2168437 -29.8271209 -5.557 7.96 4026.1
3683 2349 204.2164439 -29.8318014 -6.032 6.64 529.5
3690 2910 204.216362 -29.8256358 -5.11 7.04 2581.5
3715 4847 204.2160406 -29.8043233 -4.497 8.36 2052.
3727 4211 204.2158942 -29.8113248 -3.789 7.81 566.5
3746 1451 204.2156441 -29.8416793 -4.127 9.06 6686.8
3751 1934 204.2155812 -29.8363663 -3.963 9.54 41181.2
3789 2002 204.2150994 -29.8356238 -5.948 7.74 3041.6
3798 1525 204.2149911 -29.8408652 -6.068 6.46 1625.8
3810 4269 204.2148357 -29.8106812 -4.907 7.96 2346.4
3820 1590 204.2147122 -29.8401502 -5.564 8.06 6854.
3841 2763 204.2144409 -29.8272527 -4.095 9.48 9498.1
3846 4494 204.2143795 -29.8082117 -4.625 8.21 1512.
3848 1290 204.2143504 -29.8434557 -5.603 6.48 904.4
3854 3300 204.2142767 -29.8213402 -4.021 8.06 726.9
3875 1851 204.2140087 -29.8372847 -4.414 6.62 372.5
3878 1952 204.2139707 -29.8361737 -8.488 6.66 8482.7
3881 3442 204.2139409 -29.8197837 -4.213 8.06 1862.2
3883 3781 204.2139159 -29.8160492 -5.48 7.86 2252.4
3888 1380 204.2138496 -29.8424602 -6.673 6.66 939.4
3918 1349 204.2134691 -29.8428011 -4.937 6.66 652.2
3919 1950 204.2134572 -29.8361956 -7.785 7.68 15434.1
3922 1478 204.2134122 -29.8413876 -7.03 6.2 3135.3
3932 2013 204.2132924 -29.8354971 -8.309 6.6 5400.5
3933 2177 204.2132799 -29.8336986 -4.018 9.26 5654.1
3954 4780 204.2130108 -29.8050656 -3.182 8.61 3037.7
3970 2966 204.2128118 -29.8250196 -4.595 8.61 4623.2
3970 4947 204.2128082 -29.8032286 -3.874 8.96 2576.6
3971 1585 204.2127909 -29.8402106 -6.089 8.06 7367.2
3973 3927 204.2127687 -29.8144486 -5.617 7.81 3235.1
3976 1203 204.212727 -29.8444071 -9.786 6.64 18902.6
3984 1219 204.2126256 -29.8442365 -8.833 6.64 5208.1
3990 1842 204.2125567 -29.837378 -5.531 6.64 447.8
3990 4585 204.2125541 -29.8072105 -3.754 9.06 3143.2
4005 1595 204.2123661 -29.840095 -5.298 8.86 7813.3
4008 1390 204.2123278 -29.84235 -6.174 6.12 2597.3
4011 2124 204.2122844 -29.834276 -5.55 7.63 2227.8
4021 4515 204.212161 -29.807975 -4.769 9.21 9884.1
4024 1392 204.2121249 -29.842328 -6.948 6.34 1809.4
4024 3042 204.2121209 -29.824178 -5.775 7.81 2789.3
4053 1389 204.2117571 -29.842361 -9.001 6.64 8649.7
4058 3820 204.2116909 -29.81562 -4.178 8.86 4202.2
4091 1592 204.2112692 -29.8401279 -4.598 8.21 2098.3
4101 4429 204.2111531 -29.8089209 -4.3 6.74 452.6
4112 1716 204.2110094 -29.8387639 -5.539 7.91 6393.8
4128 2205 204.2108073 -29.8333904 -4.742 8.21 1684.
4215 2163 204.2096977 -29.8338467 -4.042 8.76 8714.7
4223 1352 204.2095948 -29.8427677 -6.69 7.81 28150.8
4243 2776 204.2093437 -29.8271037 -5.291 8.01 3532.9
4243 2686 204.2093435 -29.8280937 -4.415 8.06 1044.9
4256 1185 204.209176 -29.8446047 -4.962 8.71 6452.1
4269 4213 204.2090229 -29.8113022 -3.508 9.06 2363.
4278 1458 204.2089039 -29.8416016 -7.932 7.7 18131.8
4296 1564 204.2086694 -29.8404411 -4.446 7.91 1026.3
4300 4754 204.2086308 -29.8053456 -4.414 9.16 8548.2
4306 2279 204.2085503 -29.8325761 -6.363 8.31 9538.1
4316 2116 204.2084232 -29.8343636 -4.257 8.26 2184.1
4345 3318 204.2080577 -29.821147 -5.466 7.86 2223.5
4421 3647 204.2070884 -29.8175279 -4.06 8.66 1707.4
4428 1504 204.2070017 -29.8411009 -5.285 8.31 3142.1
4430 2630 204.2069786 -29.8287094 -4.376 9.16 6152.8
4432 4181 204.2069563 -29.8116484 -2.034 10.24 26031.
4433 1848 204.2069327 -29.8373169 -5.058 8.51 3359.
4443 2494 204.2068135 -29.8302109 -4.92 8.86 9927.4
4463 3149 204.2065612 -29.8230003 -5.038 8.06 1854.7
4473 2956 204.2064277 -29.8251233 -4.868 7.96 1687.3
4486 4867 204.2062732 -29.8041078 -3.834 8.96 2483.4
4498 3415 204.2061117 -29.8200798 -4.198 8.61 1890.
4499 2948 204.206098 -29.8252168 -6.83 8.06 11524.5
4503 4524 204.2060506 -29.8078753 -3.562 9.44 23255.4
4512 1126 204.2059357 -29.8452587 -5.082 8.76 5227.
4514 1331 204.2059044 -29.8429982 -5.008 8.71 4461.3
4545 3100 204.2055214 -29.8235447 -4.578 8.46 2003.1
4555 3410 204.2053953 -29.8201347 -4.516 8.06 1146.7
4556 2652 204.2053747 -29.8284672 -3.865 7.96 898.7
4560 1490 204.2053214 -29.8412492 -6.309 6.64 573.
4563 2529 204.2052856 -29.8298202 -5.245 8.21 6093.
4576 4777 204.2051257 -29.8050976 -2.762 10.24 50896.8
4587 2991 204.2049823 -29.8247381 -4.673 8.06 1325.1
4595 3394 204.2048881 -29.8203051 -4.988 8.56 6118.4
4626 1132 204.20449 -29.845187 -6.709 8.86 34181.9
4647 1715 204.204225 -29.838774 -4.586 8.66 7526.3
4648 1650 204.2042058 -29.839489 -4.841 8.06 2200.8
4664 1161 204.2040018 -29.844868 -5.443 8.61 5609.8
4668 4457 204.203965 -29.8086175 -4.252 8.36 4192.6
4679 1739 204.2038192 -29.8385099 -4.631 8.81 3808.5
4680 2321 204.2038079 -29.8321134 -0.824 10.24 8540.6
4684 1692 204.2037494 -29.8390269 -4.987 8.36 2547.3
4694 2253 204.2036302 -29.8328614 -4.887 7.76 1561.8
4708 1213 204.2034502 -29.8443014 -6.581 7.6 7081.8
4736 2023 204.2030908 -29.8353858 -3.463 8.36 625.9
4745 1168 204.2029809 -29.8447908 -4.668 8.36 2135.6
4775 2841 204.2026046 -29.8263877 -4.478 8.31 1494.2
4779 2075 204.2025456 -29.8348137 -4.209 8.36 1244.2
4808 2951 204.2021801 -29.8251832 -3.681 8.16 2051.5
4814 2923 204.2021103 -29.8254856 -4.01 8.01 1085.8
4822 2500 204.2020078 -29.8301441 -5.012 8.81 13850.9
4840 4293 204.2017778 -29.8104211 -4.113 10.24 176640.6
4887 2207 204.2011828 -29.833367 -4.308 8.41 1736.4
4920 4737 204.2007711 -29.8055369 -5.611 8.41 9226.1
4931 4516 204.2006247 -29.8079679 -4.025 9.06 6846.3
4966 4041 204.2001797 -29.8131873 -2.328 -999. -999.
4971 3082 204.20012 -29.8237418 -4.278 8.41 1592.7
5061 3679 204.1989743 -29.8171746 -5.738 6.64 975.2
5094 3621 204.1985621 -29.8178125 -4.941 6.18 730.3
5144 4592 204.197931 -29.8071314 -3.275 8.91 5831.2
5189 4140 204.1973592 -29.8121032 -4.539 8.86 14147.4
5204 4816 204.1971648 -29.8046617 -5.085 8.41 11504.3
5288 4253 204.1960981 -29.8108545 -3.073 7.38 442.6
5309 4494 204.1958327 -29.8082089 -4.916 7.96 2509.1
871 1459 204.2489168 -29.8809326 -5.22 8.76 5935.4
884 1339 204.2487523 -29.8822526 -5.492 8.06 2817.5
924 1886 204.2482496 -29.8762302 -6.664 9.06 69185.8
1043 1768 204.2467339 -29.877534 -4.877 8.91 25501.3
1043 2339 204.2467323 -29.8712475 -5.464 8.36 11382.8
1050 2907 204.246642 -29.8649995 -6.229 9.51 72412.9
1084 1591 204.2462143 -29.8794756 -6.304 8.06 5952.
1090 2091 204.2461431 -29.8739756 -6.077 8.76 17532.8
1135 1338 204.2455743 -29.8822642 -5.607 8.71 7745.7
1196 3900 204.2447939 -29.8540824 -6.176 8.26 7993.2
1222 3493 204.2444652 -29.8585594 -5.533 8.11 4155.7
1249 1172 204.2441284 -29.884085 -5.684 8.06 9683.3
1273 2020 204.2438218 -29.874757 -7.025 8.91 76377.
1278 3594 204.2437546 -29.857443 -6.572 7.12 4938.1
1281 3793 204.2437098 -29.855254 -6.392 7.96 5757.6
1299 1984 204.2434921 -29.8751531 -6.442 8.21 35022.6
1360 4640 204.2427122 -29.8459427 -4.907 8.71 4065.
1369 3722 204.2425938 -29.8560407 -8.339 9.06 305138.8
1372 1266 204.2425677 -29.8830567 -7.349 8.21 39894.1
1380 3891 204.2424602 -29.8541762 -7.002 7.81 9158.2
1385 4463 204.2423892 -29.8478843 -5.863 8.66 13557.5
1468 2803 204.2413465 -29.8661444 -6.412 6.62 864.
1469 3713 204.2413318 -29.8561344 -6.203 7.81 8374.
1475 4147 204.2412548 -29.8513659 -5.403 8.76 7025.1
1482 2009 204.2411706 -29.8748784 -6.092 8.41 7528.4
1501 3194 204.240927 -29.861849 -7.349 8.21 24931.6
1508 1369 204.2408421 -29.8819185 -6.677 7.86 10854.4
1512 1415 204.2407912 -29.8814125 -5.456 8.06 6205.
1541 1814 204.2404162 -29.8770291 -5.661 9.06 25899.9
1572 3499 204.2400195 -29.8584941 -6.333 8.71 15116.8
1587 3311 204.2398296 -29.8605566 -5.89 7.22 2538.2
1624 3204 204.2393669 -29.8617337 -6.726 7.34 6374.9
1658 2701 204.2389366 -29.8672667 -6.276 7.72 8654.8
1676 3653 204.2387001 -29.8567948 -7.488 7.7 12045.9
1678 3596 204.2386812 -29.8574218 -5.966 6.62 540.2
1693 3611 204.2384846 -29.8572623 -7.64 7.59 16512.7
1718 4639 204.238172 -29.8459488 -5.692 8.01 4285.2
1731 4105 204.2380081 -29.8518229 -6.474 9.01 33019.3
1734 4343 204.2379696 -29.8492104 -4.465 8.81 5546.7
1738 4261 204.237919 -29.8501124 -5.474 8.51 4927.3
1748 3611 204.237787 -29.8572569 -5.82 7.4 2799.5
1762 1189 204.2376136 -29.8839044 -5.418 8.01 3971.3
1792 4617 204.2372336 -29.8461909 -6.85 7.56 8125.6
1796 4539 204.237183 -29.847049 -8.391 7.4 31696.
1806 1816 204.2370544 -29.8770075 -6.192 8.21 15457.8
1813 4430 204.2369676 -29.8482535 -8.118 7.76 28874.1
1814 1539 204.2369597 -29.8800545 -5.735 6.84 2656.2
1833 1712 204.236712 -29.878146 -6.692 8.86 37847.4
1838 4508 204.236644 -29.84739 -8.789 7.86 101860.3
1844 3956 204.2365688 -29.853462 -6.162 8.06 13371.6
1847 3353 204.2365381 -29.8601005 -6.823 8.36 23451.4
1850 4473 204.2364982 -29.8477805 -6.889 7.54 5827.4
1851 3582 204.236487 -29.8575815 -6.8 7.38 4486.5
1868 4306 204.2362639 -29.8496121 -6.571 7.96 17384.6
1892 4261 204.2359659 -29.8501071 -5.768 7.04 4732.2
1899 3477 204.235872 -29.8587366 -6.641 8.46 13394.
1909 3389 204.2357453 -29.8597046 -5.901 7.7 2792.8
1919 2967 204.2356254 -29.8643466 -5.836 7.6 2818.8
1931 4355 204.2354711 -29.8490731 -5.346 8.76 10057.6
1949 1807 204.2352403 -29.8771067 -5.398 8.81 33539.5
1954 1328 204.2351775 -29.8823757 -6.112 9.11 26868.8
1969 3063 204.2349847 -29.8632852 -6.88 7.58 6044.4
1987 2853 204.2347631 -29.8655952 -7.099 7.24 4969.2
1997 2875 204.2346298 -29.8653587 -7.482 7.58 16839.
2016 3941 204.2343937 -29.8536327 -4.618 8.91 4623.4
2043 2176 204.2340536 -29.8730478 -5.562 8.06 4534.2
2057 1170 204.233871 -29.8841138 -6.794 7.91 8922.3
2074 1611 204.2336611 -29.8792628 -5.396 8.76 8829.4
2075 3658 204.2336394 -29.8567458 -5.274 8.01 3279.6
2078 1519 204.2336041 -29.8802693 -6.439 8.01 10785.9
2106 1482 204.233249 -29.8806764 -7.3 8.16 22456.9
2118 2339 204.233102 -29.8712494 -8.688 7.57 42292.2
2128 2391 204.2329688 -29.8706774 -7.731 7.22 16499.9
2133 1126 204.2329132 -29.8845979 -5.118 8.81 10733.9
2135 3803 204.2328846 -29.8551509 -4.89 9.01 9710.6
2136 1881 204.2328679 -29.8762874 -4.521 10.02 44769.3
2137 2407 204.2328546 -29.8705014 -6.137 6.64 737.8
2145 3753 204.2327578 -29.8557009 -5.892 7.63 4884.6
2146 1976 204.2327409 -29.8752479 -4.909 8.81 7872.6
2151 2565 204.2326831 -29.8687634 -5.586 8.66 8304.2
2152 4652 204.2326616 -29.8458119 -6.102 5.8 3047.1
2157 3696 204.2326057 -29.8563224 -5.744 8.36 8681.
2174 2120 204.2323856 -29.8736639 -5.205 8.86 11476.2
2183 4133 204.2322754 -29.8515209 -5.57 8.76 10364.1
2195 2484 204.2321187 -29.8696599 -6.174 7.04 3204.1
2195 4359 204.2321166 -29.8490294 -7.538 8.06 39812.8
2209 2774 204.2319472 -29.86647 -6.014 7.7 7055.4
2212 1350 204.2319107 -29.8821285 -6.39 8.96 26148.8
2216 1564 204.2318597 -29.87978 -6.349 9.9 165809.6
2220 2436 204.231808 -29.870188 -5.579 8.46 5036.3
2224 3167 204.2317501 -29.862147 -4.65 9.89 33776.7
2232 1229 204.2316571 -29.8834595 -5.173 8.91 10966.9
2246 1551 204.2314791 -29.8799175 -5.652 8.46 8127.4
2276 2301 204.2310978 -29.871673 -5.154 8.71 10955.2
2307 4447 204.2307025 -29.8480615 -5.861 8.36 12970.8
2321 1294 204.2305279 -29.8827446 -7.784 7.86 18803.8
2322 4379 204.2305123 -29.8488096 -5.507 9.21 52963.5
2330 2046 204.230413 -29.8744781 -6.583 6.62 1356.8
2330 2474 204.2304063 -29.8697646 -6.957 7.49 10478.6
2334 2703 204.2303553 -29.8672456 -6.994 7.86 10216.1
2340 3151 204.2302851 -29.8623231 -5.467 8.06 3482.9
2340 4504 204.2302775 -29.8474346 -7.485 6.14 6596.6
2357 4343 204.2300621 -29.8492111 -6.586 8.06 18632.2
2361 2421 204.2300194 -29.8703531 -7.737 7.74 23842.3
2374 4044 204.2298531 -29.8525001 -5.427 8.66 8067.5
2375 3536 204.2298409 -29.8580881 -4.994 9.06 9848.6
2387 2105 204.2296835 -29.8738291 -7.461 8.06 59345.
2390 4561 204.2296434 -29.8468076 -6.267 8.06 5752.6
2401 3697 204.2295046 -29.8563171 -5.994 8.11 7146.3
2419 4092 204.2292823 -29.8519666 -4.83 9.06 7529.
2420 2938 204.2292642 -29.8646606 -6.545 8.66 16839.9
2420 2781 204.2292644 -29.8663931 -6.694 9.06 67065.2
2435 2254 204.2290809 -29.8721846 -6.124 7.63 4781.4
2442 2112 204.2289858 -29.8737522 -6.778 7.86 7444.7
2445 1477 204.2289483 -29.8807372 -5.7 8.36 4912.3
2448 3740 204.2289148 -29.8558386 -6.431 8.06 7095.5
2448 2601 204.2289157 -29.8683732 -4.736 7.91 2274.9
2453 4072 204.2288511 -29.8521922 -5.849 8.56 7513.4
2453 1807 204.2288465 -29.8771017 -5.573 9.6 45443.4
2460 1013 204.2287647 -29.8858412 -9.502 6.64 9644.5
2460 994 204.2287583 -29.8860447 -8.933 6.64 5710.6
2469 4528 204.2286479 -29.8471762 -6.927 8.46 17430.5
2481 3217 204.2284966 -29.8615972 -5.112 8.81 5931.4
2487 1319 204.2284155 -29.8824752 -6.262 9.06 31664.8
2494 2091 204.2283325 -29.8739777 -5.545 8.56 5678.5
2530 3534 204.2278686 -29.8581102 -5.376 8.76 6852.5
2533 995 204.2278385 -29.8860392 -8.933 7.58 122302.8
2538 4251 204.2277666 -29.8502232 -5.543 7.86 2387.
2543 1586 204.2277049 -29.8795327 -7.276 8.61 30349.1
2569 2072 204.2273811 -29.8741867 -6.49 8.26 13502.1
2569 3536 204.2273739 -29.8580827 -5.675 8.31 4500.1
2571 4328 204.2273544 -29.8493707 -6.033 7.52 11157.2
2585 2309 204.227178 -29.8715852 -5.782 8.61 9143.3
2585 1049 204.2271787 -29.8854397 -9.151 7.86 159899.1
2591 1699 204.2271022 -29.8782952 -5.847 8.46 7250.2
2606 979 204.226906 -29.8862098 -9.098 7.58 46618.3
2614 1770 204.2268041 -29.8775143 -5.953 8.21 7309.2
2615 1334 204.226798 -29.8823103 -5.138 9.16 11704.6
2623 3747 204.2266889 -29.8557617 -6.543 8.41 11405.1
2625 3730 204.2266635 -29.8559542 -5.918 8.86 13830.5
2631 3470 204.2265939 -29.8588143 -5.929 7.96 6764.6
2632 2451 204.2265817 -29.8700233 -6.255 9.06 35384.8
2639 1685 204.226487 -29.8784438 -5.328 8.66 14906.6
2641 1092 204.2264682 -29.8849668 -6.556 6.52 1130.6
2643 1403 204.2264364 -29.8815458 -5.278 8.06 3701.9
2645 2639 204.2264104 -29.8679498 -6.505 8.46 11817.1
2646 2577 204.2264041 -29.8686373 -6.083 8.61 11375.9
2649 3743 204.2263591 -29.8558058 -4.567 8.71 2972.1
2657 1642 204.226265 -29.8789223 -5.005 8.36 2589.9
2679 2844 204.2259853 -29.8656948 -5.52 8.36 5264.6
2683 1587 204.2259352 -29.8795218 -5.395 8.61 5367.2
2684 3103 204.2259218 -29.8628458 -6.287 9.01 26208.8
2689 1666 204.2258527 -29.8786528 -6.552 8.66 16948.8
2693 1675 204.2258083 -29.8785593 -5.668 8.36 7196.6
2696 1897 204.2257701 -29.8761118 -5.425 8.56 5084.4
2699 4153 204.2257248 -29.8513013 -8.234 8.06 37340.9
2709 1877 204.2256052 -29.8763373 -6.335 8.31 10454.5
2728 2018 204.2253578 -29.8747808 -6.022 8.56 8811.3
2729 4149 204.2253506 -29.8513398 -7.76 7.86 18392.7
2731 1666 204.2253199 -29.8786528 -6.551 8.26 9465.9
2744 1792 204.2251612 -29.8772723 -5.805 8.46 6201.7
2746 4534 204.2251349 -29.8471103 -6.426 8.26 10062.9
2749 2912 204.2250911 -29.8649523 -5.248 8.51 4001.3
2754 4149 204.2250336 -29.8513398 -7.439 6.6 2890.6
2761 3416 204.2249387 -29.8594028 -5.523 8.76 10525.7
2776 3360 204.2247548 -29.8600243 -6.87 8.56 19241.4
2777 1689 204.2247426 -29.8783998 -6.136 8.36 9846.6
2795 2706 204.2245076 -29.8672183 -5.81 8.71 9338.1
2803 2661 204.2244125 -29.8677133 -5.253 8.91 11131.7
2807 4431 204.2243613 -29.8482433 -5.447 10.3 188789.2
2815 1633 204.2242606 -29.8790158 -5.242 8.06 6835.1
2819 1712 204.2242035 -29.8781468 -4.94 8.76 4586.2
2820 2837 204.2241968 -29.8657773 -4.753 8.71 6732.5
2822 1536 204.2241654 -29.8800828 -5.854 8.46 6488.
2828 1415 204.2240893 -29.8814193 -4.559 8.91 12610.2
2829 4220 204.224076 -29.8505643 -5.59 8.31 8422.9
2841 1647 204.2239307 -29.8788618 -5.371 8.21 11612.1
2841 1569 204.2239244 -29.8797198 -5.141 8.06 3892.1
2843 1238 204.2239054 -29.8833663 -6.921 6.46 3566.6
2855 1537 204.2237468 -29.8800773 -6.265 8.46 9473.5
2857 1505 204.2237214 -29.8804293 -6.407 8.81 19550.4
2863 4114 204.2236511 -29.8517303 -5.796 8.66 8447.7
2865 1842 204.2236199 -29.8767223 -5.173 8.81 9466.7
2870 1701 204.2235565 -29.8782678 -6.063 8.36 8185.6
2877 1499 204.223474 -29.8804953 -5.266 8.91 15113.4
2882 2458 204.2234104 -29.8699463 -4.363 10.3 132769.4
2882 3281 204.223404 -29.8608933 -5.535 8.61 6105.8
2884 2917 204.223385 -29.8648918 -4.12 8.71 3985.7
2893 4272 204.2232643 -29.8499923 -5.293 8.71 8751.8
2906 2791 204.223106 -29.8662778 -4.862 8.36 2270.3
2909 969 204.2230681 -29.8863198 -11.174 6.64 56906.3
2912 4304 204.2230297 -29.8496403 -5.51 8.61 12808.7
2921 1178 204.2229095 -29.8840208 -6.01 9.21 34864.
2932 1263 204.22277 -29.8830858 -5.948 8.01 17570.2
2933 1802 204.2227636 -29.8771568 -5.469 8.96 15928.4
2941 3977 204.2226556 -29.8532373 -7.532 6.6 4224.7
2953 2598 204.2225098 -29.8684063 -4.496 9.21 13044.2
2958 2252 204.2224464 -29.8722068 -5.24 8.06 5719.8
2964 1525 204.2223703 -29.8802093 -5.78 8.86 13698.6
2970 1823 204.2222942 -29.8769258 -5.056 8.86 12655.4
2971 3519 204.2222751 -29.8582698 -8.867 6.68 8347.5
2996 2268 204.2219643 -29.8720308 -6.793 8.16 17808.6
3001 2400 204.2218946 -29.8705788 -5.384 9.06 12541.1
3005 1284 204.2218502 -29.8828548 -8.905 6.68 9168.
3006 3518 204.2218312 -29.8582863 -5.634 8.21 4307.1
3007 2377 204.2218185 -29.8708318 -7.165 8.06 22322.5
3010 1827 204.2217867 -29.8768873 -5.021 8.66 4137.5
3013 3429 204.2217487 -29.8592598 -5.9 5.15 2639.7
3019 1285 204.2216662 -29.8828493 -8.887 6.64 8258.9
3040 2645 204.2213999 -29.8678893 -4.072 10.04 34557.2
3046 2391 204.2213237 -29.8706778 -4.798 8.41 9933.5
3050 2112 204.221273 -29.8737468 -5.685 8.86 22587.9
3053 1591 204.2212349 -29.8794833 -6.844 7.52 19742.3
3073 1624 204.2209875 -29.8791203 -4.514 8.81 4587.3
3074 1846 204.2209685 -29.8766783 -5.503 8.36 5182.8
3094 1001 204.220721 -29.8859733 -6.47 7.6 14555.3
3106 3737 204.2205692 -29.8558773 -8.356 6.64 3356.5
3108 1516 204.2205371 -29.8803028 -8.51 6.64 6563.9
3120 3227 204.2203915 -29.8614818 -6.445 6.48 1301.8
3124 3318 204.2203345 -29.8604808 -7.458 8.96 69928.1
3130 1504 204.220258 -29.8804348 -8.949 6.64 7774.6
3131 1487 204.2202517 -29.8806218 -8.746 6.6 4487.8
3131 1527 204.2202453 -29.8801818 -8.376 6.18 7589.9
3133 3995 204.2202268 -29.8530338 -9.229 8.06 158439.6
3142 1870 204.2201122 -29.8764088 -5.645 8.71 8021.6
3142 2604 204.220106 -29.8683403 -4.588 8.66 2776.8
3144 3774 204.2200872 -29.8554648 -6.553 8.21 8927.9
3154 4027 204.2199604 -29.8526873 -8.173 7.86 36094.9
3165 1538 204.219814 -29.8800608 -7.798 6.34 3318.8
3167 3655 204.2197955 -29.8567738 -5.864 8.36 6059.1
3173 3795 204.2197194 -29.8552393 -6.184 7.86 5778.9
3181 3714 204.2196179 -29.8561248 -5.765 7.76 2939.5
3184 2742 204.2195733 -29.8668223 -6.124 8.96 23019.3
3191 1891 204.2194906 -29.8761833 -5.606 8.81 9914.6
3192 1535 204.2194715 -29.8800938 -8.701 7.96 48288.6
3193 1725 204.2194588 -29.8780038 -6.041 8.06 11278.8
3198 1808 204.2193954 -29.8770963 -7.302 8.06 17800.2
3201 3071 204.2193577 -29.8631978 -9.891 6.64 19633.6
3211 1828 204.2192369 -29.8768763 -5.874 8.51 7122.
3213 3566 204.2192057 -29.8577583 -5.3 8.96 9581.9
3220 4111 204.2191234 -29.8517578 -6.338 8.36 8840.7
3223 2024 204.2190783 -29.8747203 -6.522 8.31 10412.2
